道路區塊,鄉鎮,路名1,路名2,起點路口,迄點路口,道路區塊總面積,路長,路寬,道路轄管,道路類型,投影面積,交通量,投影比例,申請路政,挖掘面積,平均溫度,強降雨,搶修案件,液化潛勢,管線衝突點,淺埋位置回報,埋深,埋深=0,埋深>0,埋深>0.3m且埋深<1.2m,PCI分數
SS000434,三峽區,弘道路, ,弘道路,大同路,483.64,49.2,9.8,區,路段,,中,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,NULL,72.56036
SS000437,三峽區, , ,北114,東眼產業道路,21665.12,3445.3,6.3,區,路段,9.081059478,低,0.04%,0,NULL,1,97,,NULL,1,,低,4,NULL,NULL,87.52478
SS000438,三峽區, , ,東眼產業道路,納仔產業道路,28992.12,4203.8,6.9,區,路段,0.65654359,低,0.00%,1,18,1,95,,NULL,1,,低,2,NULL,NULL,90.25288
SS000439,三峽區, , ,中坑產業道路,北114,11130.21,2192.3,5.1,區,路段,,低,0.00%,0,NULL,1,95,,NULL,NULL,,低,NULL,NULL,NULL,70.01068
SS000440,三峽區,插角產業道路, ,內插角產業道路,東眼產業道路,7543.87,1508.8,5,區,路段,,低,0.00%,0,NULL,1,,,NULL,NULL,,低,NULL,NULL,NULL,73.82793
SS000441,三峽區,內插角產業道路, ,北109,插角產業道路,8437.54,1653.8,5.1,區,路段,,低,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,NULL,80.22437
SS000442,三峽區, , ,牛角坑路,內插角產業道路,22885.87,4577.2,5,區,路段,,低,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,NULL,93.86105
SS000443,三峽區,牛角坑路, ,竹崙路,北109,9334.46,2081.5,4.5,區,路段,,低,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,NULL,88.48227
SS000444,三峽區,竹崙路, ,竹崙路,牛角坑路,18648.16,2619.3,7.1,區,路段,13.7509071,低,0.07%,3,16.92,1,96,1,NULL,1,,低,4,NULL,NULL,80.81448
SS000446,三峽區,三層坪路, ,竹崙路,三層坪路,18147.65,3225.1,5.6,區,路段,20.34051078,低,0.11%,0,NULL,1,96,,NULL,NULL,,低,6,NULL,NULL,75.86265
SS000447,三峽區,三層坪路, ,三層坪路,三層坪路,3422.14,645.7,5.3,區,路段,,低,0.00%,0,NULL,1,97,,NULL,NULL,,低,NULL,NULL,NULL,75.82492
SS000468,三峽區,大同路, ,弘道路,民權街,9671.57,971.5,10,區,路段,82.62978436,中,0.85%,4,149.09,1,97,7,NULL,56,,中,15,NULL,8,78.93878
SS000557,三峽區,民生街, ,民權街,復興路,6215.88,417.6,14.9,區,路段,0.000230371,中,0.00%,1,9,1,97,1,NULL,503,,低,1,NULL,5,75.69192
SS000559,三峽區,民生街, ,復興路,三樹路,4664.46,219.9,21.2,區,路段,0.078600634,高,0.00%,2,25.76,1,97,,NULL,239,,低,17,NULL,1,79.36609
SS000560,三峽區,介壽路一段, ,復興路,介壽路一段(縱貫公路),10628.95,550.2,19.3,市,路段,304.6825051,高,2.87%,1,12.86,1,97,7,NULL,176,,低,6,NULL,3,69.33892
SS000581,三峽區,隆恩街, ,中山路,三鶯路,601.53,29.9,19.8,區,路段,,高,0.00%,0,NULL,1,97,,NULL,10,,低,NULL,NULL,NULL,100
SS000592,三峽區,納仔產業道路, ,北114,納仔產業道路,10516.11,1061,9.9,區,路段,,中,0.00%,0,NULL,1,95,,NULL,NULL,,低,NULL,NULL,NULL,67.25573
SS000593,三峽區,中坑產業道路, ,納仔產業道路,北114,5155.87,728.1,7.1,區,路段,,低,0.00%,0,NULL,1,95,,NULL,NULL,,低,NULL,NULL,NULL,66.62927
SS000614,三峽區,中園街, ,民權街,中正路二段(縱貫公路),12895.56,866,14.9,區,路段,1278.503651,中,9.91%,9,341.11,1,97,7,NULL,320,,低,193,NULL,3,72.94001
SS000767,三峽區,納仔產業道路, ,納仔產業道路,納仔產業道路,18237.74,2106.9,8.7,區,路段,,中,0.00%,0,NULL,1,95,,NULL,NULL,,低,NULL,NULL,NULL,64.05541
SS000769,三峽區,嘉添路, ,正義街,嘉添路,812.91,76.7,10.6,區,路段,14.18276121,中,1.74%,0,NULL,1,97,,NULL,1,,低,4,NULL,1,100
SS000772,三峽區,嘉添路, ,嘉添路,嘉添路,12759.11,1552.8,8.2,區,路段,24.97089267,中,0.20%,4,317.1,1,97,2,NULL,83,,低,17,NULL,2,82.75542
SS000774,三峽區,嘉添路, ,嘉添路,嘉添路,973.03,166.2,5.9,區,路段,0.874238762,低,0.09%,1,291.5,1,97,,NULL,NULL,,低,NULL,NULL,1,85.05796
SS000778,三峽區,民權街, ,民生街,大同路,11031.8,933.7,11.8,區,路段,3.541466697,中,0.03%,5,174.87,1,97,7,NULL,674,,中,16,NULL,7,80.72119
SS001302,三峽區,中山路, ,中山路,復興路,12747.38,502,25.4,市,路段,2.067224011,高,0.02%,1,2.25,1,97,,NULL,22,,低,6,NULL,3,72.7457
SS001398,三峽區,弘道路, ,弘道路,弘道路,24920.07,416.3,5.1,區,路段,3.465760941,低,0.01%,1,3.6,1,97,,NULL,5,,低,4,NULL,NULL,92.70318
SS001405,三峽區,大同路285巷, ,大同路,麻園路,3048.69,540.6,5.6,區,路段,5.033324015,低,0.17%,4,144.23,1,97,7,NULL,2,,低,2,NULL,4,79.88073
SS001540,三峽區,三樹路, ,佳園路三段,民生街,33813.73,1180.1,25.1,區,路段,443.414965,高,1.31%,17,13622.22,1,97,,NULL,604,,高,53,NULL,35,79.14188
ST000091,三芝區,德賢一路, ,北新路,菁溪路,1333.01,176.7,7.5,區,路段,18.04651694,低,1.35%,0,NULL,4,98,1,NULL,1,,低,7,NULL,NULL,100
ST000093,三芝區,新賢路, ,北12,北新路,5130.6,1018.7,5,區,路段,48.21759263,低,0.94%,1,24,4,98,,NULL,NULL,,低,49,NULL,3,61.09226
ST000094,三芝區, , ,屏山路,北15,20050.78,2445.2,8.2,區,路段,0.327415765,中,0.00%,0,NULL,4,18,,NULL,NULL,,低,1,NULL,NULL,78.87607
ST000095,三芝區,福海路, ,北部濱海公路(淡金公路),北新路,18977.37,3432.4,5.5,區,路段,32.2178234,低,0.17%,2,88.48,4,98,,NULL,2,,低,21,NULL,1,76.92236
ST000098,三芝區,陽明路, ,北新路,百拉卡公路,22099.13,3200.9,6.9,市,路段,134.3195285,低,0.61%,2,21.2,4,98,2,NULL,28,,低,44,NULL,1,87.29654
ST000099,三芝區,大湖路, ,北部濱海公路(淡金公路),北新路,43382.66,5777.5,7.5,區,路段,253.0450581,低,0.58%,0,NULL,4,98,,NULL,72,,低,100,NULL,2,81.04213
ST000101,三芝區,北新路, ,北新路,大湖路,33512.62,4086.4,8.2,市,路段,170.5597344,中,0.51%,1,1,4,98,,NULL,2,,低,7,NULL,NULL,75.02237
ST000103,三芝區,北新路, ,大湖路,北新路,37235.33,4455.6,8.4,市,路段,318.7570465,中,0.86%,6,57,4,98,2,NULL,32,,低,100,1,2,66.57487
ST000104,三芝區,大湖路, ,北新路,北7,14553.85,1975.6,7.4,區,路段,21.82317045,低,0.15%,1,14.32,4,,,NULL,5,,低,36,NULL,NULL,78.68425
ST000105,三芝區, , ,大湖路,北7,231.87,27.9,8.3,區,路段,,中,0.00%,0,NULL,4,98,,NULL,NULL,,低,NULL,NULL,NULL,100
ST000106,三芝區,菁溪路, ,德賢一路,德賢路,14794.6,1991.6,7.4,區,路段,30.47894632,低,0.21%,0,NULL,4,,,NULL,NULL,,低,15,NULL,NULL,51.64156
ST000107,三芝區,德賢路, ,德賢路,德賢路,13778.65,2445.3,5.6,區,路段,10.39206264,低,0.08%,1,19.2,4,98,,NULL,NULL,,低,14,NULL,3,70.61299
ST000108,三芝區,德賢路, ,德賢路,菁溪路,11737.09,1918.6,6.1,區,路段,,低,0.00%,1,19.2,4,,,NULL,NULL,,低,NULL,NULL,NULL,71.58077
ST000109,三芝區,芝蘭路, ,北部濱海公路(淡金公路),社和路,16802.94,3025.3,5.6,區,路段,7.007528189,低,0.04%,1,2.88,4,,,NULL,1,,低,39,NULL,NULL,100
ST000110,三芝區, , ,北10,新賢路,8214.82,1042.3,7.9,區,路段,1.65075857,低,0.02%,1,10.56,4,98,,NULL,NULL,,低,8,NULL,1,68.58938
ST000115,三芝區,福湖路, ,北新路,大湖路,9211.16,1737.4,5.3,區,路段,,低,0.00%,0,NULL,4,98,,NULL,NULL,,低,NULL,NULL,NULL,100
ST000118,三芝區,隆山路, ,屏山路,橫山中路,10522.75,1220.7,8.6,區,路段,4.136503224,中,0.04%,0,NULL,4,18,,NULL,3,,低,2,NULL,NULL,100
ST000119,三芝區,隆山路, ,隆山路,屏山路,24037.63,2725.7,8.8,區,路段,9.549884916,中,0.04%,4,169.84,4,,,NULL,2,,低,5,NULL,NULL,76.23176
ST000120,三芝區,橫山中路, ,隆山路,橫山中路,2369.52,281.5,8.4,區,路段,,中,0.00%,0,NULL,4,18,,NULL,NULL,,低,NULL,NULL,NULL,100
ST000121,三芝區,屏山路, ,隆山路,北15,17451.42,2684.6,6.5,區,路段,6.667014178,低,0.04%,0,NULL,4,18,,NULL,NULL,,低,4,NULL,NULL,55.05343
ST000122,三芝區,公王路, ,公王路,公王路,321.33,85,3.8,區,路段,,低,0.00%,0,NULL,4,98,1,NULL,NULL,,低,NULL,NULL,1,100
ST000162,三芝區,中正路一段, ,淡金路二段,智成街,8683.83,435,20,市,路段,12.93355889,高,0.15%,2,5.4,4,98,1,NULL,109,,高,9,NULL,20,88.98006
ST000164,三芝區,中正路二段, ,中正路一段,中正路三段,4575.8,226.5,20.2,市,路段,,高,0.00%,1,2.48,4,98,,NULL,62,,高,NULL,NULL,15,96.21869
ST000165,三芝區,中正路三段, ,中正路二段,北新路,12196.32,831.6,14.7,市,路段,23.20216706,中,0.19%,1,3.12,4,98,1,NULL,59,,低,3,NULL,2,94.37779
ST000166,三芝區,北新路, ,中正路三段,北新路,4887.59,531.9,9.2,市,路段,2.937647499,中,0.06%,0,NULL,4,98,,NULL,NULL,,低,1,NULL,NULL,100
ST000167,三芝區,車新路, ,番社路,公王路,4819.45,733.2,6.6,區,路段,0.678620848,低,0.01%,0,NULL,4,98,,NULL,NULL,,低,1,NULL,NULL,69.20818
ST000169,三芝區,車新路, ,田寮路,番社路,7674.48,1208.7,6.3,區,路段,0.807082171,低,0.01%,1,24,4,98,,NULL,2,,低,1,NULL,NULL,63.90172
ST000171,三芝區,車新路, ,北部濱海公路(淡金公路),田寮路,8910.87,894.4,10,區,路段,32.8360081,中,0.37%,2,26.04,4,98,,NULL,43,,低,10,NULL,1,76.6018
ST000172,三芝區,智成街, ,中正路一段,忠孝街,1683.88,109.1,15.4,區,路段,,中,0.00%,2,9.6,4,98,,NULL,9,,低,NULL,NULL,1,69.14111
ST000174,三芝區,智成街, ,忠孝街,隆山路,2267.24,150.5,15.1,區,路段,,中,0.00%,0,NULL,4,98,,NULL,NULL,,低,NULL,NULL,NULL,100
ST000175,三芝區,隆山路, ,智成街,隆山路,6944.08,670.7,10.4,區,路段,,中,0.00%,1,120.4,4,98,1,NULL,9,,低,NULL,NULL,NULL,91.24273
ST000177,三芝區,中山路三段, ,中正路三段,德賢路,7134.6,857.5,8.3,區,路段,23.5953146,中,0.33%,0,NULL,4,98,1,NULL,108,,低,15,NULL,NULL,100
ST000216,三芝區,德賢路, ,中山路三段,德賢路,431.78,70.5,6.1,區,路段,34.13171713,低,7.90%,0,NULL,4,,,NULL,5,,低,12,NULL,NULL,100
ST000364,三芝區,淡金路二段, ,北海路二段(北部濱海公路)(淡金公路),淡金路一段,7108.3,335.1,20.2,市,路段,0.924647085,高,0.01%,0,NULL,4,98,,NULL,89,,低,2,NULL,1,90.585
ST000368,三芝區,公王路, ,公王路,公王路,8186.64,1246.9,6.4,區,路段,7.790995677,低,0.10%,1,297.25,4,98,,NULL,32,,低,11,NULL,1,70.77258
ST000826,三芝區, , ,北10,北10,833.28,148.7,5.6,區,路段,0.460645502,低,0.06%,0,NULL,4,98,,NULL,NULL,,低,2,NULL,NULL,95.81901
ST000827,三芝區,新興路, ,新興路,北新路,11410.43,1703.4,6.7,區,路段,62.26903344,低,0.55%,2,4108.56,4,98,,NULL,5,,低,16,NULL,1,80.28881
